Time (Hour-Ending),ERCOT.WIND.GEN,"Total Wind Installed, MW","Wind Output, % of Installed",ERCOT.PVGR.GEN,"Total Solar Installed, MW","Solar Output, % of Installed"
07/14/2022 15:00:00,6242,35600,17.53,7838,12087,64.85
07/14/2022 16:00:00,8869,35600,24.91,7429,12087,61.46
07/14/2022 17:00:00,11944,35600,33.55,6977,12087,57.73
07/14/2022 18:00:00,14334,35600,40.26,6941,12087,57.42
07/14/2022 19:00:00,15151,35600,42.56,5288,12087,43.75
07/14/2022 20:00:00,14646,35600,41.14,2266,12087,18.75
07/14/2022 21:00:00,14649,35600,41.15,393,12087,3.25
07/14/2022 22:00:00,15284,35600,42.93,0,12087,0.00
07/14/2022 23:00:00,14628,35600,41.09,0,12087,0.00
07/15/2022 00:00:00,12269,35600,34.46,0,12087,0.00
07/15/2022 01:00:00,9480,35600,26.63,0,12087,0.00
07/15/2022 02:00:00,7227,35600,20.30,0,12087,0.00
07/15/2022 03:00:00,5965,35600,16.75,0,12087,0.00
07/15/2022 04:00:00,6174,35600,17.34,0,12087,0.00
07/15/2022 05:00:00,5641,35600,15.85,0,12087,0.00
07/15/2022 06:00:00,5743,35600,16.13,0,12087,0.00
07/15/2022 07:00:00,4859,35600,13.65,27,12087,0.22
07/15/2022 08:00:00,3799,35600,10.67,1889,12087,15.62
07/15/2022 09:00:00,2094,35600,5.88,6897,12087,57.06
07/15/2022 10:00:00,2079,35600,5.84,8984,12087,74.33
07/15/2022 11:00:00,2627,35600,7.38,9239,12087,76.44
07/15/2022 12:00:00,2867,35600,8.05,9208,12087,76.18
07/15/2022 13:00:00,3083,35600,8.66,9293,12087,76.88
07/15/2022 14:00:00,3175,35600,8.92,9257,12087,76.58
07/15/2022 15:00:00,3588,35600,10.08,9354,12087,77.39
07/15/2022 16:00:00,4046,35600,11.36,8913,12087,73.74
07/15/2022 17:00:00,4582,35600,12.87,8452,12087,69.93
07/15/2022 18:00:00,4929,35600,13.85,8468,12087,70.06
07/15/2022 19:00:00,6117,35600,17.18,7896,12087,65.33
07/15/2022 20:00:00,8129,35600,22.84,4608,12087,38.12
07/15/2022 21:00:00,9621,35600,27.03,628,12087,5.20
07/15/2022 22:00:00,12014,35600,33.75,0,12087,0.00
07/15/2022 23:00:00,15264,35600,42.88,0,12087,0.00
07/16/2022 00:00:00,16825,35600,47.26,0,12087,0.00
07/16/2022 01:00:00,17186,35600,48.28,0,12087,0.00
07/16/2022 02:00:00,16694,35600,46.89,0,12087,0.00
07/16/2022 03:00:00,16055,35600,45.10,0,12087,0.00
07/16/2022 04:00:00,15013,35600,42.17,0,12087,0.00
07/16/2022 05:00:00,13292,35600,37.34,0,12087,0.00
07/16/2022 06:00:00,11817,35600,33.19,0,12087,0.00
07/16/2022 07:00:00,10541,35600,29.61,27,12087,0.22
07/16/2022 08:00:00,8914,35600,25.04,1850,12087,15.31
07/16/2022 09:00:00,5762,35600,16.19,6977,12087,57.72
07/16/2022 10:00:00,5718,35600,16.06,9180,12087,75.95
07/16/2022 11:00:00,4996,35600,14.03,9666,12087,79.97
07/16/2022 12:00:00,3646,35600,10.24,9685,12087,80.13
07/16/2022 13:00:00,3473,35600,9.76,9598,12087,79.41
07/16/2022 14:00:00,4775,35600,13.41,9672,12087,80.02
07/16/2022 15:00:00,6028,35600,16.93,9496,12087,78.57
07/16/2022 16:00:00,7216,35600,20.27,9299,12087,76.93
07/16/2022 17:00:00,8228,35600,23.11,8968,12087,74.20
07/16/2022 18:00:00,8787,35600,24.68,8539,12087,70.65
07/16/2022 19:00:00,9128,35600,25.64,7365,12087,60.93
07/16/2022 20:00:00,9489,35600,26.65,4490,12087,37.15
07/16/2022 21:00:00,9623,35600,27.03,618,12087,5.12
07/16/2022 22:00:00,11686,35600,32.83,0,12087,0.00
07/16/2022 23:00:00,14095,35600,39.59,0,12087,0.00
07/17/2022 00:00:00,15611,35600,43.85,0,12087,0.00
07/17/2022 01:00:00,16399,35600,46.06,0,12087,0.00
07/17/2022 02:00:00,16849,35600,47.33,0,12087,0.00
07/17/2022 03:00:00,16037,35600,45.05,0,12087,0.00
07/17/2022 04:00:00,15567,35600,43.73,0,12087,0.00
07/17/2022 05:00:00,15818,35600,44.43,0,12087,0.00
07/17/2022 06:00:00,15029,35600,42.22,0,12087,0.00
07/17/2022 07:00:00,14120,35600,39.66,11,12087,0.09
07/17/2022 08:00:00,12223,35600,34.33,1211,12087,10.02
07/17/2022 09:00:00,9804,35600,27.54,5727,12087,47.38
07/17/2022 10:00:00,10153,35600,28.52,8400,12087,69.49
07/17/2022 11:00:00,9171,35600,25.76,9308,12087,77.00
07/17/2022 12:00:00,7422,35600,20.85,9486,12087,78.48
07/17/2022 13:00:00,5515,35600,15.49,9592,12087,79.36
07/17/2022 14:00:00,4908,35600,13.79,9155,12087,75.74
07/17/2022 15:00:00,5280,35600,14.83,8842,12087,73.15
07/17/2022 16:00:00,5591,35600,15.71,8850,12087,73.22
07/17/2022 17:00:00,5899,35600,16.57,8533,12087,70.60
07/17/2022 18:00:00,5948,35600,16.71,7449,12087,61.62
07/17/2022 19:00:00,6346,35600,17.83,5368,12087,44.41
07/17/2022 20:00:00,7135,35600,20.04,2681,12087,22.18
07/17/2022 21:00:00,9121,35600,25.62,342,12087,2.83
07/17/2022 22:00:00,11972,35600,33.63,0,12087,0.00
07/17/2022 23:00:00,15351,35600,43.12,0,12087,0.00
07/18/2022 00:00:00,17291,35600,48.57,0,12087,0.00
07/18/2022 01:00:00,17969,35600,50.47,0,12087,0.00
07/18/2022 02:00:00,17959,35600,50.45,0,12087,0.00
07/18/2022 03:00:00,17145,35600,48.16,0,12087,0.00
07/18/2022 04:00:00,15770,35600,44.30,0,12087,0.00
07/18/2022 05:00:00,14330,35600,40.25,0,12087,0.00
07/18/2022 06:00:00,13544,35600,38.04,0,12087,0.00
07/18/2022 07:00:00,12387,35600,34.79,6,12087,0.05
07/18/2022 08:00:00,11062,35600,31.07,1222,12087,10.11
07/18/2022 09:00:00,8349,35600,23.45,5749,12087,47.57
07/18/2022 10:00:00,7820,35600,21.97,8230,12087,68.09
07/18/2022 11:00:00,6898,35600,19.38,9247,12087,76.50
07/18/2022 12:00:00,5291,35600,14.86,9558,12087,79.07
07/18/2022 13:00:00,3875,35600,10.89,9610,12087,79.51
07/18/2022 14:00:00,3814,35600,10.71,9639,12087,79.75
07/18/2022 15:00:00,4396,35600,12.35,9587,12087,79.32
07/18/2022 16:00:00,4813,35600,13.52,9438,12087,78.08
07/18/2022 17:00:00,5228,35600,14.69,9221,12087,76.29
07/18/2022 18:00:00,5655,35600,15.88,8807,12087,72.86
07/18/2022 19:00:00,6114,35600,17.17,7384,12087,61.09
07/18/2022 20:00:00,7256,35600,20.38,3708,12087,30.68
07/18/2022 21:00:00,9498,35600,26.68,421,12087,3.49
07/18/2022 22:00:00,13157,35600,36.96,0,12087,0.00
07/18/2022 23:00:00,16319,35600,45.84,0,12087,0.00
07/19/2022 00:00:00,18251,35600,51.27,1,12087,0.00
07/19/2022 01:00:00,19428,35600,54.57,1,12087,0.01
07/19/2022 02:00:00,20060,35600,56.35,1,12087,0.01
07/19/2022 03:00:00,19840,35600,55.73,1,12087,0.01
07/19/2022 04:00:00,19161,35600,53.82,1,12087,0.00
07/19/2022 05:00:00,19447,35600,54.63,0,12087,0.00
07/19/2022 06:00:00,19452,35600,54.64,1,12087,0.00
07/19/2022 07:00:00,19295,35600,54.20,15,12087,0.13
07/19/2022 08:00:00,18391,35600,51.66,1556,12087,12.87
07/19/2022 09:00:00,16189,35600,45.48,6183,12087,51.15
07/19/2022 10:00:00,17341,35600,48.71,8420,12087,69.66
07/19/2022 11:00:00,15769,35600,44.29,9337,12087,77.25
07/19/2022 12:00:00,13990,35600,39.30,9266,12087,76.66
07/19/2022 13:00:00,13898,35600,39.04,9370,12087,77.52
07/19/2022 14:00:00,13544,35600,38.05,9151,12087,75.71
07/19/2022 15:00:00,12707,35600,35.69,9210,12087,76.20
07/19/2022 16:00:00,11802,35600,33.15,9324,12087,77.14
07/19/2022 17:00:00,11083,35600,31.13,9169,12087,75.86
07/19/2022 18:00:00,10814,35600,30.38,8679,12087,71.81
07/19/2022 19:00:00,11021,35600,30.96,6767,12087,55.99
07/19/2022 20:00:00,12436,35600,34.93,3089,12087,25.56
07/19/2022 21:00:00,14592,35600,40.99,397,12087,3.29
07/19/2022 22:00:00,18870,35600,53.01,0,12087,0.00
07/19/2022 23:00:00,21559,35600,60.56,0,12087,0.00
07/20/2022 00:00:00,22449,35600,63.06,0,12087,0.00
07/20/2022 01:00:00,23038,35563,64.78,0,12087,0.00
07/20/2022 02:00:00,23148,35563,65.09,0,12087,0.00
07/20/2022 03:00:00,23181,35563,65.18,0,12087,0.00
07/20/2022 04:00:00,22343,35563,62.83,0,12087,0.00
07/20/2022 05:00:00,20550,35563,57.78,0,12087,0.00
07/20/2022 06:00:00,17990,35563,50.59,0,12087,0.00
07/20/2022 07:00:00,15788,35563,44.39,13,12087,0.11
07/20/2022 08:00:00,13528,35563,38.04,1133,12087,9.38
07/20/2022 09:00:00,12123,35563,34.09,4176,12087,34.55
07/20/2022 10:00:00,10943,35563,30.77,5511,12087,45.60
07/20/2022 11:00:00,9528,35563,26.79,6871,12087,56.84
07/20/2022 12:00:00,8790,35563,24.72,7946,12087,65.74
07/20/2022 13:00:00,8282,35563,23.29,8584,12087,71.02
07/20/2022 14:00:00,7884,35563,22.17,8241,12087,68.18
07/20/2022 15:00:00,7241,35563,20.36,8379,12087,69.32
07/20/2022 16:00:00,6661,35563,18.73,8270,12087,68.42
07/20/2022 17:00:00,7369,35563,20.72,8080,12087,66.85
07/20/2022 18:00:00,8536,35563,24.00,7263,12087,60.09
07/20/2022 19:00:00,10016,35563,28.17,6656,12087,55.07
07/20/2022 20:00:00,10992,35563,30.91,3572,12087,29.56
07/20/2022 21:00:00,11271,35563,31.69,409,12087,3.38
07/20/2022 22:00:00,11855,35563,33.34,0,12087,0.00
07/20/2022 23:00:00,13287,35563,37.36,0,12087,0.00
07/21/2022 00:00:00,16061,35563,45.16,0,12087,0.00
07/21/2022 01:00:00,16644,35563,46.80,0,12287,0.00
07/21/2022 02:00:00,16863,35563,47.42,0,12287,0.00
07/21/2022 03:00:00,15016,35563,42.22,0,12287,0.00
07/21/2022 04:00:00,12401,35563,34.87,0,12287,0.00
07/21/2022 05:00:00,11069,35563,31.12,0,12287,0.00
07/21/2022 06:00:00,9317,35563,26.20,0,12287,0.00
07/21/2022 07:00:00,9149,35563,25.73,8,12287,0.06
07/21/2022 08:00:00,8468,35563,23.81,869,12287,7.08
07/21/2022 09:00:00,7998,35563,22.49,3258,12287,26.51
07/21/2022 10:00:00,7911,35563,22.24,4258,12287,34.65
07/21/2022 11:00:00,6603,35563,18.57,5205,12287,42.36
07/21/2022 12:00:00,6704,35563,18.85,5773,12287,46.98
07/21/2022 13:00:00,6918,35563,19.45,6397,12287,52.06
07/21/2022 14:00:00,7316,35563,20.57,7035,12287,57.26
07/21/2022 15:00:00,8479,35563,23.84,6913,12287,56.26
07/21/2022 16:00:00,10322,35563,29.03,6923,12287,56.35
07/21/2022 17:00:00,12383,35563,34.82,7510,12287,61.12
07/21/2022 18:00:00,13747,35563,38.66,7188,12287,58.50
07/21/2022 19:00:00,14900,35563,41.90,5612,12287,45.67
07/21/2022 20:00:00,15946,35563,44.84,3324,12287,27.05
07/21/2022 21:00:00,14059,35563,39.53,260,12287,2.12
07/21/2022 22:00:00,12467,35563,35.06,0,12287,0.00
07/21/2022 23:00:00,12950,35563,36.41,0,12287,0.00
07/22/2022 00:00:00,13791,35563,38.78,0,12287,0.00
07/22/2022 01:00:00,13942,35563,39.20,0,12287,0.00
07/22/2022 02:00:00,13901,35563,39.09,0,12287,0.00
07/22/2022 03:00:00,13784,35563,38.76,0,12287,0.00
07/22/2022 04:00:00,13774,35563,38.73,0,12287,0.00
07/22/2022 05:00:00,12651,35563,35.57,0,12287,0.00
07/22/2022 06:00:00,11649,35563,32.76,0,12287,0.00
07/22/2022 07:00:00,11990,35563,33.71,4,12287,0.03
07/22/2022 08:00:00,12017,35563,33.79,743,12287,6.05
07/22/2022 09:00:00,10580,35563,29.75,3247,12287,26.43
07/22/2022 10:00:00,11255,35563,31.65,5733,12287,46.66
07/22/2022 11:00:00,10629,35563,29.89,7975,12287,64.90
07/22/2022 12:00:00,9604,35563,27.01,8583,12287,69.85
07/22/2022 13:00:00,9031,35563,25.39,8704,12287,70.84
07/22/2022 14:00:00,9075,35563,25.52,8749,12287,71.20
07/22/2022 15:00:00,9844,35563,27.68,8707,12287,70.86
07/22/2022 16:00:00,11285,35563,31.73,8535,12287,69.46
07/22/2022 17:00:00,12616,35563,35.48,7989,12287,65.02
07/22/2022 18:00:00,13704,35563,38.53,7327,12287,59.63
07/22/2022 19:00:00,15013,35563,42.22,5901,12287,48.03
07/22/2022 20:00:00,15803,35563,44.44,3009,12287,24.49
07/22/2022 21:00:00,15358,35563,43.19,227,12287,1.85
07/22/2022 22:00:00,15514,35563,43.63,0,12287,0.00
07/22/2022 23:00:00,17204,35563,48.38,0,12287,0.00
07/23/2022 00:00:00,18047,35563,50.75,0,12287,0.00
07/23/2022 01:00:00,18561,35563,52.19,0,12287,0.00
07/23/2022 02:00:00,18383,35563,51.69,0,12287,0.00
07/23/2022 03:00:00,18590,35563,52.27,0,12287,0.00
07/23/2022 04:00:00,18680,35563,52.53,0,12287,0.00
07/23/2022 05:00:00,17828,35563,50.13,0,12287,0.00
07/23/2022 06:00:00,17092,35563,48.06,0,12287,0.00
07/23/2022 07:00:00,16467,35563,46.30,14,12287,0.11
07/23/2022 08:00:00,15050,35563,42.32,1174,12287,9.55
07/23/2022 09:00:00,14090,35563,39.62,5332,12287,43.40
07/23/2022 10:00:00,16659,35563,46.84,8392,12287,68.30
07/23/2022 11:00:00,16123,35563,45.34,9284,12287,75.56
07/23/2022 12:00:00,14642,35563,41.17,9279,12287,75.52
07/23/2022 13:00:00,13110,35563,36.87,9054,12287,73.68
07/23/2022 14:00:00,12076,35563,33.96,9330,12287,75.94
07/23/2022 15:00:00,12443,35563,34.99,9387,12287,76.40
07/23/2022 16:00:00,13445,35563,37.81,8987,12287,73.14
07/23/2022 17:00:00,14084,35563,39.60,8786,12287,71.51
07/23/2022 18:00:00,14622,35563,41.12,8561,12287,69.68
07/23/2022 19:00:00,15796,35563,44.42,7252,12287,59.02
07/23/2022 20:00:00,17153,35563,48.23,4167,12287,33.91
07/23/2022 21:00:00,17352,35563,48.79,475,12287,3.87
07/23/2022 22:00:00,17903,35563,50.34,0,12287,0.00
07/23/2022 23:00:00,19992,35563,56.21,0,12287,0.00
07/24/2022 00:00:00,22103,35563,62.15,1,12287,0.01
07/24/2022 01:00:00,22577,35563,63.48,1,12287,0.01
07/24/2022 02:00:00,21887,35563,61.55,1,12287,0.01
07/24/2022 03:00:00,21281,35563,59.84,1,12287,0.00
07/24/2022 04:00:00,20409,35563,57.39,0,12287,0.00
07/24/2022 05:00:00,19263,35563,54.17,0,12287,0.00
07/24/2022 06:00:00,18024,35563,50.68,0,12287,0.00
07/24/2022 07:00:00,16613,35563,46.71,13,12287,0.11
07/24/2022 08:00:00,15299,35563,43.02,1509,12287,12.28
07/24/2022 09:00:00,14954,35563,42.05,6212,12287,50.55
07/24/2022 10:00:00,16478,35563,46.33,8616,12287,70.13
07/24/2022 11:00:00,13738,35563,38.63,9298,12287,75.67
07/24/2022 12:00:00,11408,35563,32.08,9520,12287,77.48
07/24/2022 13:00:00,9676,35563,27.21,9438,12287,76.81
07/24/2022 14:00:00,8712,35563,24.50,8814,12287,71.74
07/24/2022 15:00:00,9154,35563,25.74,8638,12287,70.30
07/24/2022 16:00:00,9534,35563,26.81,8361,12287,68.04
07/24/2022 17:00:00,10390,35563,29.22,8248,12287,67.13
07/24/2022 18:00:00,11435,35563,32.16,7837,12287,63.78
07/24/2022 19:00:00,12342,35563,34.71,7044,12287,57.33
07/24/2022 20:00:00,14061,35563,39.54,3940,12287,32.06
07/24/2022 21:00:00,15235,35563,42.84,408,12287,3.32
07/24/2022 22:00:00,16541,35563,46.51,0,12287,0.00
07/24/2022 23:00:00,18959,35563,53.31,0,12287,0.00
07/25/2022 00:00:00,20098,35563,56.51,0,12287,0.00
07/25/2022 01:00:00,20432,35563,57.45,0,12287,0.00
07/25/2022 02:00:00,20187,35563,56.77,0,12287,0.00
07/25/2022 03:00:00,19439,35563,54.66,0,12287,0.00
07/25/2022 04:00:00,18619,35563,52.36,0,12287,0.00
07/25/2022 05:00:00,18145,35563,51.02,0,12287,0.00
07/25/2022 06:00:00,17568,35563,49.40,0,12287,0.00
07/25/2022 07:00:00,16353,35563,45.98,12,12287,0.10
07/25/2022 08:00:00,14130,35563,39.73,1507,12287,12.27
07/25/2022 09:00:00,13096,35563,36.83,6164,12287,50.17
07/25/2022 10:00:00,15551,35563,43.73,8829,12287,71.86
07/25/2022 11:00:00,14439,35563,40.60,9610,12287,78.21
07/25/2022 12:00:00,12247,35563,34.44,9706,12287,79.00
07/25/2022 13:00:00,10564,35563,29.71,9697,12287,78.92
07/25/2022 14:00:00,11196,35563,31.48,9433,12287,76.78
07/25/2022 15:00:00,12304,35563,34.60,9126,12287,74.27
07/25/2022 16:00:00,12992,35563,36.53,8690,12287,70.72
07/25/2022 17:00:00,13209,35563,37.14,8508,12287,69.25
07/25/2022 18:00:00,13496,35563,37.95,8326,12287,67.76
07/25/2022 19:00:00,14444,35563,40.61,7193,12287,58.54
07/25/2022 20:00:00,15638,35563,43.97,3694,12287,30.06
07/25/2022 21:00:00,16154,35563,45.42,316,12287,2.57
07/25/2022 22:00:00,17149,35563,48.22,0,12287,0.00
07/25/2022 23:00:00,19624,35563,55.18,0,12287,0.00
07/26/2022 00:00:00,21116,35563,59.38,0,12287,0.00
07/26/2022 01:00:00,21293,35563,59.87,0,12287,0.00
07/26/2022 02:00:00,20736,35563,58.31,0,12287,0.00
07/26/2022 03:00:00,20251,35563,56.94,0,12287,0.00
07/26/2022 04:00:00,19869,35563,55.87,0,12287,0.00
07/26/2022 05:00:00,19060,35563,53.59,0,12287,0.00
07/26/2022 06:00:00,17720,35563,49.83,0,12287,0.00
07/26/2022 07:00:00,16437,35563,46.22,10,12287,0.09
07/26/2022 08:00:00,14912,35563,41.93,1530,12287,12.45
07/26/2022 09:00:00,13828,35563,38.88,6330,12287,51.52
07/26/2022 10:00:00,15794,35563,44.41,7862,12287,63.98
07/26/2022 11:00:00,14626,35563,41.13,9329,12287,75.93
07/26/2022 12:00:00,12835,35563,36.09,9697,12287,78.92
07/26/2022 13:00:00,11013,35563,30.97,9506,12287,77.37
07/26/2022 14:00:00,10592,35563,29.78,9245,12287,75.24
07/26/2022 15:00:00,10603,35563,29.82,8931,12287,72.69
07/26/2022 16:00:00,11053,35563,31.08,8726,12287,71.02
07/26/2022 17:00:00,11551,35563,32.48,8658,12287,70.47
07/26/2022 18:00:00,12015,35563,33.79,8681,12287,70.65
07/26/2022 19:00:00,12867,35563,36.18,7463,12287,60.74
07/26/2022 20:00:00,13889,35563,39.05,3769,12287,30.67
07/26/2022 21:00:00,14357,35563,40.37,336,12287,2.73
07/26/2022 22:00:00,15352,35563,43.17,0,12287,0.00
07/26/2022 23:00:00,17987,35563,50.58,0,12287,0.00
07/27/2022 00:00:00,19665,35563,55.30,0,12287,0.00
07/27/2022 01:00:00,20336,35563,57.18,0,12287,0.00
07/27/2022 02:00:00,19829,35563,55.76,0,12287,0.00
07/27/2022 03:00:00,19199,35563,53.99,0,12287,0.00
07/27/2022 04:00:00,18331,35563,51.54,0,12287,0.00
07/27/2022 05:00:00,17937,35563,50.44,0,12287,0.00
07/27/2022 06:00:00,17129,35563,48.17,0,12287,0.00
07/27/2022 07:00:00,15925,35563,44.78,8,12287,0.06
07/27/2022 08:00:00,13893,35563,39.07,1411,12287,11.48
07/27/2022 09:00:00,11817,35563,33.23,6150,12287,50.05
07/27/2022 10:00:00,12340,35563,34.70,8645,12287,70.36
07/27/2022 11:00:00,10458,35563,29.41,9247,12287,75.26
07/27/2022 12:00:00,7505,35563,21.10,9228,12287,75.11
07/27/2022 13:00:00,6781,35563,19.07,9446,12287,76.88
07/27/2022 14:00:00,7044,35563,19.81,8967,12287,72.98
07/27/2022 15:00:00,8268,35563,23.25,8898,12287,72.42
07/27/2022 16:00:00,8416,35563,23.66,8556,12287,69.64
07/27/2022 17:00:00,9600,35563,26.99,8048,12287,65.50
07/27/2022 18:00:00,10937,35563,30.75,7758,12287,63.14
07/27/2022 19:00:00,12316,35563,34.63,6923,12287,56.34
07/27/2022 20:00:00,13409,35563,37.70,3448,12287,28.06
07/27/2022 21:00:00,14099,35563,39.64,189,12287,1.54
07/27/2022 22:00:00,15421,35563,43.36,0,12287,0.00
07/27/2022 23:00:00,17204,35563,48.38,0,12287,0.00
07/28/2022 00:00:00,18563,35563,52.20,0,12287,0.00
07/28/2022 01:00:00,18802,35563,52.87,0,12287,0.00
07/28/2022 02:00:00,18019,35563,50.67,0,12287,0.00
07/28/2022 03:00:00,17511,35563,49.24,0,12287,0.00
07/28/2022 04:00:00,16738,35563,47.07,0,12287,0.00
07/28/2022 05:00:00,15665,35563,44.05,0,12287,0.00
07/28/2022 06:00:00,13731,35563,38.61,0,12287,0.00
07/28/2022 07:00:00,12437,35563,34.97,7,12287,0.06
07/28/2022 08:00:00,11364,35563,31.96,1447,12287,11.78
07/28/2022 09:00:00,10256,35563,28.84,6128,12287,49.87
07/28/2022 10:00:00,11580,35563,32.56,9041,12287,73.58
07/28/2022 11:00:00,10026,35563,28.19,9551,12287,77.74
07/28/2022 12:00:00,7910,35563,22.24,9564,12287,77.84
07/28/2022 13:00:00,6148,35563,17.29,9449,12287,76.90
07/28/2022 14:00:00,6035,35563,16.97,9284,12287,75.56
07/28/2022 15:00:00,6998,35563,19.68,8998,12287,73.23
07/28/2022 16:00:00,7885,35563,22.17,8818,12287,71.77
07/28/2022 17:00:00,9242,35563,25.99,8571,12287,69.76
07/28/2022 18:00:00,10832,35563,30.46,8366,12287,68.09
07/28/2022 19:00:00,12471,35563,35.07,7302,12287,59.43
07/28/2022 20:00:00,14361,35563,40.38,3963,12287,32.25
07/28/2022 21:00:00,14800,35563,41.62,387,12287,3.15
07/28/2022 22:00:00,14120,35563,39.71,0,12287,0.00
07/28/2022 23:00:00,15443,35563,43.43,0,12287,0.00
07/29/2022 00:00:00,17346,35563,48.78,0,12287,0.00
07/29/2022 01:00:00,17958,35563,50.50,0,12287,0.00
07/29/2022 02:00:00,16981,35563,47.75,0,12287,0.00
07/29/2022 03:00:00,15343,35563,43.14,0,12287,0.00
07/29/2022 04:00:00,13874,35563,39.01,0,12287,0.00
07/29/2022 05:00:00,13232,35563,37.21,0,12287,0.00
07/29/2022 06:00:00,12005,35563,33.76,0,12287,0.00
07/29/2022 07:00:00,10078,35563,28.34,5,12287,0.04
07/29/2022 08:00:00,8709,35563,24.49,1379,12287,11.23
07/29/2022 09:00:00,7763,35563,21.83,6255,12287,50.91
07/29/2022 10:00:00,8314,35563,23.38,8567,12287,69.72
07/29/2022 11:00:00,7210,35563,20.28,9138,12287,74.37
07/29/2022 12:00:00,6119,35563,17.21,9177,12287,74.69
07/29/2022 13:00:00,6139,35563,17.26,9013,12287,73.35
07/29/2022 14:00:00,7350,35563,20.67,8689,12287,70.72
07/29/2022 15:00:00,8764,35563,24.64,8387,12287,68.26
07/29/2022 16:00:00,10536,35563,29.63,7822,12287,63.66
07/29/2022 17:00:00,12089,35563,33.99,7521,12287,61.21
07/29/2022 18:00:00,13560,35563,38.13,6932,12287,56.42
07/29/2022 19:00:00,15516,35563,43.63,6577,12287,53.53
07/29/2022 20:00:00,15197,35563,42.73,3695,12287,30.07
07/29/2022 21:00:00,13341,35563,37.51,323,12287,2.63
07/29/2022 22:00:00,13716,35563,38.57,0,12287,0.00
07/29/2022 23:00:00,13134,35563,36.93,0,12287,0.00
07/30/2022 00:00:00,13255,35563,37.27,0,12287,0.00
07/30/2022 01:00:00,13291,35563,37.37,0,12287,0.00
07/30/2022 02:00:00,13092,35563,36.81,0,12287,0.00
07/30/2022 03:00:00,13166,35563,37.02,0,12287,0.00
07/30/2022 04:00:00,12576,35563,35.36,0,12287,0.00
07/30/2022 05:00:00,12772,35563,35.91,0,12287,0.00
07/30/2022 06:00:00,11714,35563,32.94,0,12287,0.00
07/30/2022 07:00:00,10075,35563,28.33,5,12287,0.04
07/30/2022 08:00:00,8439,35563,23.73,1007,12287,8.20
07/30/2022 09:00:00,7346,35563,20.66,5329,12287,43.37
07/30/2022 10:00:00,7774,35563,21.86,8016,12287,65.24
07/30/2022 11:00:00,7116,35563,20.01,9207,12287,74.93
07/30/2022 12:00:00,6937,35563,19.51,9299,12287,75.68
07/30/2022 13:00:00,6733,35563,18.93,8785,12287,71.50
07/30/2022 14:00:00,7191,35563,20.22,8846,12287,72.00
07/30/2022 15:00:00,7981,35563,22.44,8586,12287,69.88
07/30/2022 16:00:00,8601,35563,24.18,8737,12287,71.10
07/30/2022 17:00:00,9320,35563,26.21,8382,12287,68.22
07/30/2022 18:00:00,10155,35563,28.55,8008,12287,65.17
07/30/2022 19:00:00,10444,35563,29.37,6840,12287,55.67
07/30/2022 20:00:00,10483,35563,29.48,3621,12287,29.47
07/30/2022 21:00:00,11279,35563,31.72,377,12287,3.07
07/30/2022 22:00:00,12869,35563,36.19,0,12287,0.00
07/30/2022 23:00:00,15424,35563,43.37,0,12287,0.00
07/31/2022 00:00:00,16824,35563,47.31,0,12287,0.00
07/31/2022 01:00:00,17819,35563,50.10,0,12287,0.00
07/31/2022 02:00:00,18334,35563,51.55,0,12287,0.00
07/31/2022 03:00:00,18647,35563,52.43,0,12287,0.00
07/31/2022 04:00:00,18734,35563,52.68,0,12287,0.00
07/31/2022 05:00:00,18593,35563,52.28,0,12287,0.00
07/31/2022 06:00:00,17964,35563,50.51,0,12287,0.00
07/31/2022 07:00:00,17426,35563,49.00,3,12287,0.02
07/31/2022 08:00:00,16642,35563,46.79,834,12287,6.79
07/31/2022 09:00:00,14981,35563,42.12,4741,12287,38.58
07/31/2022 10:00:00,14438,35563,40.60,7537,12287,61.34
07/31/2022 11:00:00,13230,35563,37.20,8909,12287,72.51
07/31/2022 12:00:00,11858,35563,33.34,8956,12287,72.89
07/31/2022 13:00:00,10913,35563,30.69,8907,12287,72.49
07/31/2022 14:00:00,10296,35563,28.95,9153,12287,74.49
07/31/2022 15:00:00,9864,35563,27.74,9337,12287,75.99
07/31/2022 16:00:00,9133,35563,25.68,9216,12287,75.00
07/31/2022 17:00:00,9223,35563,25.94,8778,12287,71.44
07/31/2022 18:00:00,9496,35563,26.70,8190,12287,66.65
07/31/2022 19:00:00,10310,35563,28.99,6864,12287,55.86
07/31/2022 20:00:00,11481,35563,32.28,3322,12287,27.03
07/31/2022 21:00:00,12606,35563,35.45,262,12287,2.13
07/31/2022 22:00:00,14751,35563,41.48,0,12287,0.00
07/31/2022 23:00:00,17344,35563,48.77,0,12287,0.00
08/01/2022 00:00:00,18711,35563,52.61,0,12287,0.00
08/01/2022 01:00:00,19029,35563,53.51,0,12287,0.00
08/01/2022 02:00:00,19080,35563,53.65,0,12287,0.00
08/01/2022 03:00:00,19061,35563,53.60,0,12287,0.00
08/01/2022 04:00:00,19129,35563,53.79,0,12287,0.00
08/01/2022 05:00:00,18576,35563,52.23,0,12287,0.00
08/01/2022 06:00:00,18280,35563,51.40,0,12287,0.00
08/01/2022 07:00:00,17309,35563,48.67,2,12287,0.02
08/01/2022 08:00:00,15055,35563,42.33,1008,12287,8.20
08/01/2022 09:00:00,13002,35563,36.56,5558,12287,45.24
