Time (Hour-Ending),ERCOT.WIND.GEN,"Total Wind Installed, MW","Wind Output, % of Installed",ERCOT.PVGR.GEN,"Total Solar Installed, MW","Solar Output, % of Installed"
01/18/2022 22:00:00,18969,34767,54.56,0,9654,0.00
01/18/2022 23:00:00,18361,34767,52.81,0,9654,0.00
01/19/2022 00:00:00,18402,34767,52.93,0,9654,0.00
01/19/2022 01:00:00,17260,34767,49.65,0,9654,0.00
01/19/2022 02:00:00,16657,34767,47.91,0,9654,0.00
01/19/2022 03:00:00,16044,34767,46.15,0,9654,0.00
01/19/2022 04:00:00,17055,34767,49.06,0,9654,0.00
01/19/2022 05:00:00,17027,34767,48.98,0,9654,0.00
01/19/2022 06:00:00,16484,34767,47.41,0,9654,0.00
01/19/2022 07:00:00,17315,34767,49.80,0,9654,0.00
01/19/2022 08:00:00,18490,34767,53.18,28,9654,0.29
01/19/2022 09:00:00,17855,34767,51.36,1879,9654,19.46
01/19/2022 10:00:00,16305,34767,46.90,5429,9654,56.23
01/19/2022 11:00:00,17832,34767,51.29,4433,9654,45.92
01/19/2022 12:00:00,18907,34767,54.38,3286,9654,34.03
01/19/2022 13:00:00,18189,34767,52.32,3040,9654,31.49
01/19/2022 14:00:00,18617,34767,53.55,2858,9654,29.61
01/19/2022 15:00:00,18895,34767,54.35,2629,9654,27.23
01/19/2022 16:00:00,20230,34767,58.19,1821,9654,18.86
01/19/2022 17:00:00,21171,34767,60.89,928,9654,9.61
01/19/2022 18:00:00,21412,34767,61.59,405,9654,4.20
01/19/2022 19:00:00,22409,34767,64.45,2,9654,0.03
01/19/2022 20:00:00,22519,34767,64.77,0,9654,0.00
01/19/2022 21:00:00,21866,34767,62.89,0,9654,0.00
01/19/2022 22:00:00,21013,34767,60.44,0,9654,0.00
01/19/2022 23:00:00,20395,34767,58.66,0,9654,0.00
01/20/2022 00:00:00,20475,34767,58.89,0,9654,0.00
01/20/2022 01:00:00,21051,34784,60.52,0,9654,0.00
01/20/2022 02:00:00,21023,34784,60.44,0,9654,0.00
01/20/2022 03:00:00,21381,34784,61.47,0,9654,0.00
01/20/2022 04:00:00,21910,34784,62.99,0,9654,0.00
01/20/2022 05:00:00,22407,34784,64.42,0,9654,0.00
01/20/2022 06:00:00,22543,34784,64.81,0,9654,0.00
01/20/2022 07:00:00,22204,34784,63.83,0,9654,0.00
01/20/2022 08:00:00,21955,34784,63.12,8,9654,0.08
01/20/2022 09:00:00,21190,34784,60.92,329,9654,3.40
01/20/2022 10:00:00,19927,34784,57.29,1105,9654,11.45
01/20/2022 11:00:00,19014,34784,54.66,1742,9654,18.04
01/20/2022 12:00:00,18328,34784,52.69,2501,9654,25.90
01/20/2022 13:00:00,17558,34784,50.48,2894,9654,29.98
01/20/2022 14:00:00,16377,34784,47.08,3262,9654,33.79
01/20/2022 15:00:00,15252,34784,43.85,3371,9654,34.92
01/20/2022 16:00:00,14793,34784,42.53,2644,9654,27.39
01/20/2022 17:00:00,13636,34784,39.20,1646,9654,17.05
01/20/2022 18:00:00,11613,34784,33.39,485,9654,5.03
01/20/2022 19:00:00,9778,34784,28.11,5,9654,0.05
01/20/2022 20:00:00,9370,34784,26.94,0,9654,0.00
01/20/2022 21:00:00,8435,34784,24.25,0,9654,0.00
01/20/2022 22:00:00,7419,34784,21.33,0,9654,0.00
01/20/2022 23:00:00,6884,34784,19.79,0,9654,0.00
01/21/2022 00:00:00,6900,34784,19.84,0,9654,0.00
01/21/2022 01:00:00,6965,34767,20.03,0,9654,0.00
01/21/2022 02:00:00,7267,34767,20.90,0,9654,0.00
01/21/2022 03:00:00,6945,34767,19.98,0,9654,0.00
01/21/2022 04:00:00,6125,34767,17.62,0,9654,0.00
01/21/2022 05:00:00,5678,34767,16.33,0,9654,0.00
01/21/2022 06:00:00,5658,34767,16.27,0,9654,0.00
01/21/2022 07:00:00,5632,34767,16.20,0,9654,0.00
01/21/2022 08:00:00,5788,34767,16.65,33,9654,0.34
01/21/2022 09:00:00,5902,34767,16.98,2141,9654,22.18
01/21/2022 10:00:00,4599,34767,13.23,5907,9654,61.19
01/21/2022 11:00:00,4692,34767,13.49,6557,9654,67.92
01/21/2022 12:00:00,5108,34767,14.69,6573,9654,68.08
01/21/2022 13:00:00,6040,34767,17.37,6621,9654,68.58
01/21/2022 14:00:00,6144,34767,17.67,6705,9654,69.46
01/21/2022 15:00:00,6762,34767,19.45,6853,9654,70.99
01/21/2022 16:00:00,7234,34767,20.81,7168,9654,74.25
01/21/2022 17:00:00,7331,34767,21.09,6058,9654,62.75
01/21/2022 18:00:00,7224,34767,20.78,1845,9654,19.11
01/21/2022 19:00:00,8759,34767,25.19,18,9654,0.19
01/21/2022 20:00:00,11846,34767,34.07,0,9654,0.00
01/21/2022 21:00:00,14093,34767,40.54,0,9654,0.00
01/21/2022 22:00:00,15432,34767,44.39,0,9654,0.00
01/21/2022 23:00:00,15029,34767,43.23,0,9654,0.00
01/22/2022 00:00:00,14368,34767,41.33,0,9654,0.00
01/22/2022 01:00:00,13051,34767,37.54,0,9654,0.00
01/22/2022 02:00:00,11451,34767,32.94,0,9654,0.00
01/22/2022 03:00:00,9697,34767,27.89,0,9654,0.00
01/22/2022 04:00:00,8216,34767,23.63,0,9654,0.00
01/22/2022 05:00:00,7246,34767,20.84,0,9654,0.00
01/22/2022 06:00:00,6394,34767,18.39,0,9654,0.00
01/22/2022 07:00:00,6478,34767,18.63,0,9654,0.00
01/22/2022 08:00:00,6265,34767,18.02,67,9654,0.69
01/22/2022 09:00:00,4705,34767,13.53,2241,9654,23.21
01/22/2022 10:00:00,3121,34767,8.98,4776,9654,49.48
01/22/2022 11:00:00,2288,34767,6.58,4360,9654,45.16
01/22/2022 12:00:00,1914,34767,5.51,4107,9654,42.54
01/22/2022 13:00:00,1925,34767,5.54,4136,9654,42.85
01/22/2022 14:00:00,1731,34767,4.98,3967,9654,41.09
01/22/2022 15:00:00,1666,34767,4.79,3913,9654,40.53
01/22/2022 16:00:00,1898,34767,5.46,3306,9654,34.25
01/22/2022 17:00:00,2225,34767,6.40,2380,9654,24.65
01/22/2022 18:00:00,2370,34767,6.82,616,9654,6.38
01/22/2022 19:00:00,2427,34767,6.98,6,9654,0.06
01/22/2022 20:00:00,2784,34767,8.01,0,9654,0.00
01/22/2022 21:00:00,3350,34767,9.63,0,9654,0.00
01/22/2022 22:00:00,4281,34767,12.31,0,9654,0.00
01/22/2022 23:00:00,5917,34767,17.02,0,9654,0.00
01/23/2022 00:00:00,6928,34767,19.93,0,9654,0.00
01/23/2022 01:00:00,7050,34767,20.28,0,9654,0.00
01/23/2022 02:00:00,6935,34767,19.95,0,9654,0.00
01/23/2022 03:00:00,7181,34767,20.65,0,9654,0.00
01/23/2022 04:00:00,7540,34767,21.69,0,9654,0.00
01/23/2022 05:00:00,7638,34767,21.97,0,9654,0.00
01/23/2022 06:00:00,7387,34767,21.25,0,9654,0.00
01/23/2022 07:00:00,7023,34767,20.20,0,9654,0.00
01/23/2022 08:00:00,6365,34767,18.31,39,9654,0.40
01/23/2022 09:00:00,5856,34767,16.84,1137,9654,11.77
01/23/2022 10:00:00,3833,34767,11.02,3057,9654,31.67
01/23/2022 11:00:00,2378,34767,6.84,3911,9654,40.52
01/23/2022 12:00:00,1704,34767,4.90,4453,9654,46.13
01/23/2022 13:00:00,1598,34767,4.60,4735,9654,49.05
01/23/2022 14:00:00,1697,34767,4.88,5040,9654,52.20
01/23/2022 15:00:00,1582,34767,4.55,4848,9654,50.22
01/23/2022 16:00:00,1390,34767,4.00,4819,9654,49.91
01/23/2022 17:00:00,1570,34767,4.52,3735,9654,38.69
01/23/2022 18:00:00,1857,34767,5.34,1036,9654,10.73
01/23/2022 19:00:00,2731,34767,7.86,9,9654,0.10
01/23/2022 20:00:00,4236,34767,12.18,0,9654,0.00
01/23/2022 21:00:00,5247,34767,15.09,0,9654,0.00
01/23/2022 22:00:00,6248,34767,17.97,0,9654,0.00
01/23/2022 23:00:00,8022,34767,23.07,0,9654,0.00
01/24/2022 00:00:00,9650,34767,27.76,0,9654,0.00
01/24/2022 01:00:00,10961,34767,31.53,0,9654,0.00
01/24/2022 02:00:00,12172,34767,35.01,0,9654,0.00
01/24/2022 03:00:00,12528,34767,36.03,0,9654,0.00
01/24/2022 04:00:00,12426,34767,35.74,0,9654,0.00
01/24/2022 05:00:00,11933,34767,34.32,0,9654,0.00
01/24/2022 06:00:00,11277,34767,32.44,0,9654,0.00
01/24/2022 07:00:00,9846,34767,28.32,0,9654,0.00
01/24/2022 08:00:00,9263,34767,26.64,6,9654,0.07
01/24/2022 09:00:00,8163,34767,23.48,1286,9654,13.32
01/24/2022 10:00:00,5739,34767,16.51,4383,9654,45.40
01/24/2022 11:00:00,4278,34767,12.31,5334,9654,55.26
01/24/2022 12:00:00,4788,34767,13.77,5348,9654,55.39
01/24/2022 13:00:00,4959,34767,14.26,5253,9654,54.41
01/24/2022 14:00:00,4686,34767,13.48,5457,9654,56.53
01/24/2022 15:00:00,4994,34767,14.36,5630,9654,58.31
01/24/2022 16:00:00,5377,34767,15.47,5551,9654,57.50
01/24/2022 17:00:00,4403,34767,12.66,5102,9654,52.85
01/24/2022 18:00:00,3648,34767,10.49,1873,9654,19.40
01/24/2022 19:00:00,2984,34767,8.58,23,9654,0.24
01/24/2022 20:00:00,3240,34767,9.32,0,9654,0.00
01/24/2022 21:00:00,3577,34767,10.29,0,9654,0.00
01/24/2022 22:00:00,4053,34767,11.66,0,9654,0.00
01/24/2022 23:00:00,3731,34767,10.73,0,9654,0.00
01/25/2022 00:00:00,3920,34767,11.27,0,9654,0.00
01/25/2022 01:00:00,4658,34767,13.40,0,9654,0.00
01/25/2022 02:00:00,5998,34767,17.25,0,9654,0.00
01/25/2022 03:00:00,7767,34767,22.34,0,9654,0.00
01/25/2022 04:00:00,9429,34767,27.12,0,9654,0.00
01/25/2022 05:00:00,10691,34767,30.75,0,9654,0.00
01/25/2022 06:00:00,11730,34767,33.74,0,9654,0.00
01/25/2022 07:00:00,13150,34767,37.82,0,9654,0.00
01/25/2022 08:00:00,13365,34767,38.44,39,9654,0.40
01/25/2022 09:00:00,11926,34767,34.30,2305,9654,23.87
01/25/2022 10:00:00,10315,34767,29.67,5980,9654,61.94
01/25/2022 11:00:00,10345,34767,29.75,6529,9654,67.63
01/25/2022 12:00:00,9219,34767,26.52,6438,9654,66.69
01/25/2022 13:00:00,8273,34767,23.80,6305,9654,65.31
01/25/2022 14:00:00,7415,34767,21.33,6365,9654,65.93
01/25/2022 15:00:00,7244,34767,20.84,6588,9654,68.24
01/25/2022 16:00:00,7798,34767,22.43,6708,9654,69.48
01/25/2022 17:00:00,9238,34767,26.57,5872,9654,60.82
01/25/2022 18:00:00,12045,34767,34.64,2111,9654,21.86
01/25/2022 19:00:00,15364,34767,44.19,74,9654,0.77
01/25/2022 20:00:00,17956,34767,51.65,47,9654,0.49
01/25/2022 21:00:00,18868,34767,54.27,47,9654,0.49
01/25/2022 22:00:00,19262,34767,55.40,47,9654,0.49
01/25/2022 23:00:00,19485,34767,56.05,47,9654,0.49
01/26/2022 00:00:00,19429,34767,55.88,47,9654,0.49
01/26/2022 01:00:00,17602,34767,50.63,47,9654,0.49
01/26/2022 02:00:00,16419,34767,47.22,47,9654,0.49
01/26/2022 03:00:00,15394,34767,44.28,47,9654,0.49
01/26/2022 04:00:00,13916,34767,40.03,47,9654,0.49
01/26/2022 05:00:00,13299,34767,38.25,47,9654,0.49
01/26/2022 06:00:00,12324,34767,35.45,47,9654,0.49
01/26/2022 07:00:00,11515,34767,33.12,36,9654,0.37
01/26/2022 08:00:00,9923,34767,28.54,41,9654,0.42
01/26/2022 09:00:00,7352,34767,21.15,670,9654,6.94
01/26/2022 10:00:00,5579,34767,16.05,1430,9654,14.81
01/26/2022 11:00:00,4558,34767,13.11,1878,9654,19.46
01/26/2022 12:00:00,3871,34767,11.13,2311,9654,23.94
01/26/2022 13:00:00,3335,34767,9.59,2684,9654,27.80
01/26/2022 14:00:00,3170,34767,9.12,2954,9654,30.60
01/26/2022 15:00:00,3331,34767,9.58,2756,9654,28.55
01/26/2022 16:00:00,3490,34767,10.04,2434,9654,25.21
01/26/2022 17:00:00,3589,34767,10.32,1778,9654,18.42
01/26/2022 18:00:00,3386,34767,9.74,596,9654,6.18
01/26/2022 19:00:00,3825,34767,11.00,60,9654,0.63
01/26/2022 20:00:00,4132,34767,11.88,52,9654,0.54
01/26/2022 21:00:00,3798,34767,10.92,52,9654,0.54
01/26/2022 22:00:00,3647,34767,10.49,52,9654,0.54
01/26/2022 23:00:00,3876,34767,11.15,52,9654,0.54
01/27/2022 00:00:00,4265,34767,12.27,52,9654,0.54
01/27/2022 01:00:00,4888,34767,14.06,52,9654,0.54
01/27/2022 02:00:00,4908,34767,14.12,52,9654,0.54
01/27/2022 03:00:00,4971,34767,14.30,52,9654,0.54
01/27/2022 04:00:00,5036,34767,14.48,52,9654,0.54
01/27/2022 05:00:00,5081,34767,14.61,19,9654,0.19
01/27/2022 06:00:00,4965,34767,14.28,0,9654,0.00
01/27/2022 07:00:00,4636,34767,13.33,0,9654,0.00
01/27/2022 08:00:00,4642,34767,13.35,38,9654,0.40
01/27/2022 09:00:00,3711,34767,10.67,731,9654,7.57
01/27/2022 10:00:00,3077,34767,8.85,1995,9654,20.66
01/27/2022 11:00:00,2323,34767,6.68,2839,9654,29.41
01/27/2022 12:00:00,1889,34767,5.43,3938,9654,40.79
01/27/2022 13:00:00,2129,34767,6.12,4294,9654,44.47
01/27/2022 14:00:00,2853,34767,8.21,4697,9654,48.65
01/27/2022 15:00:00,3839,34767,11.04,4986,9654,51.65
01/27/2022 16:00:00,4903,34767,14.10,5150,9654,53.35
01/27/2022 17:00:00,5690,34767,16.37,4426,9654,45.84
01/27/2022 18:00:00,6903,34767,19.85,1675,9654,17.35
01/27/2022 19:00:00,9264,34767,26.65,31,9654,0.33
01/27/2022 20:00:00,11840,34767,34.05,1,9654,0.01
01/27/2022 21:00:00,14531,34767,41.80,0,9654,0.00
01/27/2022 22:00:00,16511,34767,47.49,0,9654,0.00
01/27/2022 23:00:00,16716,34767,48.08,0,9654,0.00
01/28/2022 00:00:00,16527,34767,47.54,0,9654,0.00
01/28/2022 01:00:00,16612,34767,47.78,0,9654,0.00
01/28/2022 02:00:00,16706,34767,48.05,0,9654,0.00
01/28/2022 03:00:00,16010,34767,46.05,0,9654,0.00
01/28/2022 04:00:00,16128,34767,46.39,0,9654,0.00
01/28/2022 05:00:00,16485,34767,47.41,0,9654,0.00
01/28/2022 06:00:00,16008,34767,46.04,0,9654,0.00
01/28/2022 07:00:00,15167,34767,43.62,0,9654,0.00
01/28/2022 08:00:00,14174,34767,40.77,63,9654,0.66
01/28/2022 09:00:00,12115,34767,34.85,2681,9654,27.78
01/28/2022 10:00:00,8824,34767,25.38,6734,9654,69.75
01/28/2022 11:00:00,7611,34767,21.89,7268,9654,75.28
01/28/2022 12:00:00,8717,34767,25.07,7285,9654,75.46
01/28/2022 13:00:00,9669,34767,27.81,7281,9654,75.42
01/28/2022 14:00:00,9769,34767,28.10,7413,9654,76.78
01/28/2022 15:00:00,9199,34767,26.46,7626,9654,78.99
01/28/2022 16:00:00,8432,34767,24.25,7846,9654,81.27
01/28/2022 17:00:00,7075,34767,20.35,6950,9654,72.00
01/28/2022 18:00:00,4492,34767,12.92,2540,9654,26.31
01/28/2022 19:00:00,2679,34767,7.71,47,9654,0.49
01/28/2022 20:00:00,2171,34767,6.24,1,9654,0.01
01/28/2022 21:00:00,2268,34767,6.52,1,9654,0.01
01/28/2022 22:00:00,2803,34767,8.06,1,9654,0.01
01/28/2022 23:00:00,3663,34767,10.54,1,9654,0.01
01/29/2022 00:00:00,4739,34767,13.63,1,9654,0.01
01/29/2022 01:00:00,5817,34767,16.73,1,9654,0.01
01/29/2022 02:00:00,7658,34767,22.03,1,9654,0.01
01/29/2022 03:00:00,9478,34767,27.26,1,9654,0.01
01/29/2022 04:00:00,10709,34767,30.80,1,9654,0.01
01/29/2022 05:00:00,11249,34767,32.36,0,9654,0.00
01/29/2022 06:00:00,11528,34767,33.16,0,9654,0.00
01/29/2022 07:00:00,11058,34767,31.81,0,9654,0.00
01/29/2022 08:00:00,11229,34767,32.30,126,9654,1.30
01/29/2022 09:00:00,11092,34767,31.91,3237,9654,33.53
01/29/2022 10:00:00,7682,34767,22.09,7268,9654,75.29
01/29/2022 11:00:00,5853,34767,16.84,7479,9654,77.47
01/29/2022 12:00:00,7940,34767,22.84,7408,9654,76.73
01/29/2022 13:00:00,9721,34767,27.96,6786,9654,70.29
01/29/2022 14:00:00,9628,34767,27.69,6583,9654,68.19
01/29/2022 15:00:00,8600,34767,24.74,7258,9654,75.18
01/29/2022 16:00:00,8121,34767,23.36,7751,9654,80.28
01/29/2022 17:00:00,7731,34767,22.24,6892,9654,71.39
01/29/2022 18:00:00,7247,34767,20.84,2584,9654,26.77
01/29/2022 19:00:00,7729,34767,22.23,54,9654,0.56
01/29/2022 20:00:00,9321,34767,26.81,0,9654,0.00
01/29/2022 21:00:00,12014,34767,34.55,0,9654,0.00
01/29/2022 22:00:00,16135,34767,46.41,0,9654,0.00
01/29/2022 23:00:00,17435,34767,50.15,0,9654,0.00
01/30/2022 00:00:00,17764,34767,51.09,0,9654,0.00
01/30/2022 01:00:00,17952,34767,51.64,0,9654,0.00
01/30/2022 02:00:00,17946,34767,51.62,0,9654,0.00
01/30/2022 03:00:00,17641,34767,50.74,0,9654,0.00
01/30/2022 04:00:00,17367,34767,49.95,0,9654,0.00
01/30/2022 05:00:00,16098,34767,46.30,0,9654,0.00
01/30/2022 06:00:00,13390,34767,38.51,0,9654,0.00
01/30/2022 07:00:00,11927,34767,34.31,0,9654,0.00
01/30/2022 08:00:00,10723,34767,30.84,118,9654,1.22
01/30/2022 09:00:00,8930,34767,25.68,3039,9654,31.48
01/30/2022 10:00:00,5202,34767,14.96,6799,9654,70.43
01/30/2022 11:00:00,4198,34767,12.08,7368,9654,76.32
01/30/2022 12:00:00,5087,34767,14.63,7101,9654,73.56
01/30/2022 13:00:00,4949,34767,14.24,6775,9654,70.18
01/30/2022 14:00:00,5982,34767,17.21,6773,9654,70.16
01/30/2022 15:00:00,6987,34767,20.10,6295,9654,65.21
01/30/2022 16:00:00,7405,34767,21.30,5359,9654,55.51
01/30/2022 17:00:00,6999,34767,20.13,4370,9654,45.27
01/30/2022 18:00:00,6867,34767,19.75,1263,9654,13.08
01/30/2022 19:00:00,8107,34767,23.32,23,9654,0.23
01/30/2022 20:00:00,10135,34767,29.15,0,9654,0.00
01/30/2022 21:00:00,10893,34767,31.33,0,9654,0.00
01/30/2022 22:00:00,10604,34767,30.50,0,9654,0.00
01/30/2022 23:00:00,10453,34767,30.07,0,9654,0.00
01/31/2022 00:00:00,11726,34767,33.73,0,9654,0.00
01/31/2022 01:00:00,13856,34767,39.85,0,9654,0.00
01/31/2022 02:00:00,14688,34767,42.25,0,9654,0.00
01/31/2022 03:00:00,14103,34767,40.57,0,9654,0.00
01/31/2022 04:00:00,12696,34767,36.52,0,9654,0.00
01/31/2022 05:00:00,11193,34767,32.20,0,9654,0.00
01/31/2022 06:00:00,10535,34767,30.30,0,9654,0.00
01/31/2022 07:00:00,8333,34767,23.97,0,9654,0.00
01/31/2022 08:00:00,6863,34767,19.74,38,9654,0.39
01/31/2022 09:00:00,5174,34767,14.88,1514,9654,15.68
01/31/2022 10:00:00,3505,34767,10.08,3998,9654,41.41
01/31/2022 11:00:00,3003,34767,8.64,4920,9654,50.97
01/31/2022 12:00:00,4139,34767,11.90,5710,9654,59.14
01/31/2022 13:00:00,4931,34767,14.18,6018,9654,62.33
01/31/2022 14:00:00,5295,34767,15.23,6052,9654,62.69
01/31/2022 15:00:00,6736,34767,19.37,6353,9654,65.81
01/31/2022 16:00:00,7496,34767,21.56,6240,9654,64.64
01/31/2022 17:00:00,7547,34767,21.71,5698,9654,59.03
01/31/2022 18:00:00,7228,34767,20.79,2512,9654,26.03
01/31/2022 19:00:00,8777,34767,25.25,61,9654,0.63
01/31/2022 20:00:00,12666,34767,36.43,0,9654,0.00
01/31/2022 21:00:00,14930,34767,42.94,0,9654,0.00
01/31/2022 22:00:00,15213,34767,43.76,0,9654,0.00
01/31/2022 23:00:00,14999,34767,43.14,0,9654,0.00
02/01/2022 00:00:00,14836,34767,42.67,0,9654,0.00
02/01/2022 01:00:00,14629,34767,42.08,0,9654,0.00
02/01/2022 02:00:00,14095,34767,40.54,0,9654,0.00
02/01/2022 03:00:00,13794,34767,39.67,0,9654,0.00
02/01/2022 04:00:00,13671,34767,39.32,0,9654,0.00
02/01/2022 05:00:00,13469,34767,38.74,0,9654,0.00
02/01/2022 06:00:00,13541,34767,38.95,0,9654,0.00
02/01/2022 07:00:00,14131,34767,40.64,0,9654,0.00
02/01/2022 08:00:00,14315,34767,41.17,21,9654,0.21
02/01/2022 09:00:00,13567,34767,39.02,824,9654,8.54
02/01/2022 10:00:00,12336,34767,35.48,2267,9654,23.48
02/01/2022 11:00:00,11140,34767,32.04,3074,9654,31.84
02/01/2022 12:00:00,9996,34767,28.75,3885,9654,40.25
02/01/2022 13:00:00,8758,34767,25.19,4746,9654,49.16
02/01/2022 14:00:00,7330,34767,21.08,5315,9654,55.05
02/01/2022 15:00:00,6302,34767,18.13,6108,9654,63.27
02/01/2022 16:00:00,6417,34767,18.46,5288,9654,54.78
02/01/2022 17:00:00,6685,34767,19.23,4544,9654,47.06
02/01/2022 18:00:00,6759,34767,19.44,1770,9654,18.34
02/01/2022 19:00:00,8155,34767,23.46,19,9654,0.20
02/01/2022 20:00:00,11266,34767,32.40,1,9654,0.01
02/01/2022 21:00:00,13535,34767,38.93,1,9654,0.01
02/01/2022 22:00:00,14721,34767,42.34,1,9654,0.01
02/01/2022 23:00:00,15896,34767,45.72,1,9654,0.01
02/02/2022 00:00:00,15504,34767,44.59,0,9654,0.00
02/02/2022 01:00:00,15119,34793,43.45,0,9654,0.00
02/02/2022 02:00:00,14883,34793,42.77,0,9654,0.00
02/02/2022 03:00:00,14829,34793,42.62,0,9654,0.00
02/02/2022 04:00:00,14793,34793,42.52,0,9654,0.00
02/02/2022 05:00:00,15290,34793,43.94,0,9654,0.00
02/02/2022 06:00:00,16732,34793,48.09,0,9654,0.00
02/02/2022 07:00:00,17982,34793,51.68,0,9654,0.00
02/02/2022 08:00:00,18840,34793,54.15,10,9654,0.10
02/02/2022 09:00:00,18666,34793,53.65,104,9654,1.07
02/02/2022 10:00:00,19001,34793,54.61,303,9654,3.14
02/02/2022 11:00:00,19197,34793,55.17,763,9654,7.90
02/02/2022 12:00:00,17948,34793,51.58,1236,9654,12.80
02/02/2022 13:00:00,17586,34793,50.54,1573,9654,16.30
02/02/2022 14:00:00,17715,34793,50.91,1739,9654,18.01
02/02/2022 15:00:00,17390,34793,49.98,1517,9654,15.71
02/02/2022 16:00:00,17202,34793,49.44,1003,9654,10.39
02/02/2022 17:00:00,17364,34793,49.91,559,9654,5.79
02/02/2022 18:00:00,17107,34793,49.17,142,9654,1.47
02/02/2022 19:00:00,17115,34793,49.19,1,9654,0.01
02/02/2022 20:00:00,17512,34793,50.33,0,9654,0.00
02/02/2022 21:00:00,17500,34793,50.30,0,9654,0.00
02/02/2022 22:00:00,17475,34793,50.23,0,9654,0.00
02/02/2022 23:00:00,17616,34793,50.63,0,9654,0.00
02/03/2022 00:00:00,17666,34793,50.77,0,9654,0.00
02/03/2022 01:00:00,17387,34793,49.97,0,9654,0.00
02/03/2022 02:00:00,16886,34793,48.53,0,9654,0.00
02/03/2022 03:00:00,17522,34793,50.36,0,9654,0.00
02/03/2022 04:00:00,18433,34793,52.98,0,9654,0.00
02/03/2022 05:00:00,18736,34793,53.85,0,9654,0.00
02/03/2022 06:00:00,18745,34793,53.88,0,9654,0.00
02/03/2022 07:00:00,18673,34793,53.67,0,9654,0.00
02/03/2022 08:00:00,18238,34793,52.42,10,9654,0.10
02/03/2022 09:00:00,17488,34793,50.26,388,9654,4.02
02/03/2022 10:00:00,17465,34793,50.20,1234,9654,12.78
02/03/2022 11:00:00,17574,34793,50.51,2288,9654,23.70
02/03/2022 12:00:00,17389,34793,49.98,3223,9654,33.38
02/03/2022 13:00:00,17515,34793,50.34,3496,9654,36.22
02/03/2022 14:00:00,17758,34793,51.04,3615,9654,37.45
02/03/2022 15:00:00,17754,34793,51.03,3273,9654,33.91
02/03/2022 16:00:00,17459,34793,50.18,3093,9654,32.03
02/03/2022 17:00:00,16770,34793,48.20,2900,9654,30.04
02/03/2022 18:00:00,15910,34793,45.73,1555,9654,16.10
02/03/2022 19:00:00,15012,34793,43.15,63,9654,0.65
02/03/2022 20:00:00,14854,34793,42.69,1,9654,0.01
02/03/2022 21:00:00,14988,34793,43.08,0,9654,0.00
02/03/2022 22:00:00,15483,34793,44.50,0,9654,0.00
02/03/2022 23:00:00,15988,34793,45.95,0,9654,0.00
02/04/2022 00:00:00,16267,34793,46.75,0,9654,0.00
02/04/2022 01:00:00,16400,34810,47.11,0,9654,0.00
02/04/2022 02:00:00,16078,34810,46.19,0,9654,0.00
02/04/2022 03:00:00,14891,34810,42.78,0,9654,0.00
02/04/2022 04:00:00,13766,34810,39.54,0,9654,0.00
02/04/2022 05:00:00,13591,34810,39.04,0,9654,0.00
02/04/2022 06:00:00,13204,34810,37.93,0,9654,0.00
02/04/2022 07:00:00,13143,34810,37.76,0,9654,0.00
02/04/2022 08:00:00,13659,34810,39.24,49,9654,0.50
02/04/2022 09:00:00,13211,34810,37.95,2279,9654,23.61
02/04/2022 10:00:00,11175,34810,32.10,5546,9654,57.45
02/04/2022 11:00:00,9884,34810,28.39,6492,9654,67.24
02/04/2022 12:00:00,9636,34810,27.68,6827,9654,70.72
02/04/2022 13:00:00,10132,34810,29.11,6880,9654,71.27
02/04/2022 14:00:00,10215,34810,29.34,6976,9654,72.26
02/04/2022 15:00:00,9691,34810,27.84,7225,9654,74.84
02/04/2022 16:00:00,9009,34810,25.88,7400,9654,76.65
02/04/2022 17:00:00,8147,34810,23.40,7104,9654,73.59
02/04/2022 18:00:00,7025,34810,20.18,3246,9654,33.63
02/04/2022 19:00:00,5586,34810,16.05,114,9654,1.18
02/04/2022 20:00:00,4663,34810,13.39,0,9654,0.00
02/04/2022 21:00:00,4829,34810,13.87,0,9654,0.00
02/04/2022 22:00:00,5301,34810,15.23,0,9654,0.00
02/04/2022 23:00:00,5900,34810,16.95,0,9654,0.00
02/05/2022 00:00:00,6518,34810,18.72,0,9654,0.00
02/05/2022 01:00:00,7216,34767,20.76,0,9654,0.00
02/05/2022 02:00:00,7629,34767,21.94,0,9654,0.00
02/05/2022 03:00:00,7600,34767,21.86,0,9654,0.00
02/05/2022 04:00:00,7654,34767,22.01,0,9654,0.00
02/05/2022 05:00:00,7727,34767,22.23,0,9654,0.00
02/05/2022 06:00:00,7920,34767,22.78,0,9654,0.00
02/05/2022 07:00:00,7478,34767,21.51,0,9654,0.00
02/05/2022 08:00:00,7363,34767,21.18,178,9654,1.84
02/05/2022 09:00:00,7056,34767,20.30,3690,9654,38.22
02/05/2022 10:00:00,6124,34767,17.61,7760,9654,80.39
02/05/2022 11:00:00,5556,34767,15.98,8179,9654,84.72
02/05/2022 12:00:00,7853,34767,22.59,7996,9654,82.83
02/05/2022 13:00:00,10314,34767,29.67,7643,9654,79.17
02/05/2022 14:00:00,11086,34767,31.89,6913,9654,71.60
02/05/2022 15:00:00,11501,34767,33.08,5415,9654,56.09
02/05/2022 16:00:00,11571,34767,33.28,4410,9654,45.68
02/05/2022 17:00:00,11803,34767,33.95,4327,9654,44.82
02/05/2022 18:00:00,12480,34767,35.90,3007,9654,31.15
